,business_id,date,likes,text,type,user_id,winter,spring,summer,autumn,dayofweek,timediff,bad_comment,good_comment,closed
255068,kZSTj7hAAW1eLkaKb-qMvQ,2011-10-13,0,*acquired car charger!*,tip,cTABik0Qu7WrPTElRSYmjA,0,0,0,1,3,912,0,0,0
334432,R3TC2oq8fQK9c9BNMZ-ynA,2014-04-23,0,"other tasty happy hour items: albacore tapas, yellowtail tapas",tip,ZlgmfdzsNpa8zD6NmSrcVA,0,1,0,0,2,1835,0,0,0
318733,5TX8o0vsxFsu9_QPhoeI4A,2010-12-10,0,"bring goods for donation, save on ticket!",tip,FIk4lQQu1eTe2EpzQ4xhBA,1,0,0,0,4,605,0,1,0
716197,uOWWk2duBzNao8fiQFWkJQ,2012-03-13,0,sushi was very fresh and delicious,tip,Nq7CUT8IUgi8TMfsfIFicw,0,1,0,0,1,1064,0,1,0
194117,uW0ceue2V_7JJfsA3l_O1w,2015-11-21,0,grab a scone made by happy hope baked by mari!,tip,irs6z6GvxaC5c8n5o_VmbQ,0,0,0,1,5,2412,0,0,0
249172,YmHZaQSM30dVACZTS81cgA,2012-05-05,0,check out discount racks in back. the will take home depot coupons.,tip,UjPKcHvnYYN4WeIK9T1qxA,0,1,0,0,5,1117,0,0,0
940576,lO2fIIZj225NIk5t2k69NA,2016-07-03,0,"if you are looking for good food and value,  this is not the one.",tip,spL5g2OQVINAEefBuI4ngA,0,0,1,0,6,2637,0,1,0
208476,Mi5uhdFB9OJteXPd0_IKfw,2014-06-28,0,loved the red cinnamon sangria and the mussels! wait staff were friendly and knowledgeable when asked for suggestions.,tip,DQCKPO946q2GsmIy5wEZfw,0,0,1,0,5,1901,0,0,0
689926,SAae44V24aD7y_HpgxjhPA,2014-06-06,0,it good if you like a plate of grease,tip,91M2t_o4CuGE_McIPSnqjQ,0,0,1,0,4,1879,0,1,0
816268,up-RKqEfV9iIrtc6iyCDfw,2012-10-21,0,"great breakfast spot, but come hungry, portions are huge!",tip,WXPz7v-8x3sgfdQ6UC9Xnw,0,0,0,1,6,1286,0,1,0
169856,cR8ZhSTdh8JQ1x9yQmmpUw,2012-06-29,0,free chocolate chip caramel crepem on your birthday!,tip,zj3iCX3RlwH5ciO6FDn_xw,0,0,1,0,4,1172,0,0,0
545406,VErmrraUaqm7umFA8BFZxA,2015-10-10,0,love the fresh pizza and root beer. such kind workers.,tip,nJKolrL0TfG4OcpTfsyj_g,0,0,0,1,5,2370,0,0,0
412556,qeIzYOSvSCwnxdmjN_xL8A,2014-04-12,0,they messed up on my order over charged me and argued with me to fix it so i talked to the other lady and she was nicer and fixed it but i will not return to this subway i was very disappointed its closer to my house and job but ill take the drive and go down the street more,tip,4gdw4XjURcqUnoLGpu4d7w,0,1,0,0,5,1824,0,0,0
703375,DkYS3arLOhA8si5uUEmHOw,2015-03-07,0,best 24hr sandwich spot!  the club is amazing!,tip,iopV3IzRXp570uYMxSpIXQ,0,1,0,0,5,2153,0,0,0
914077,alqAgzptInzgkKoaueweFA,2015-08-02,0,professional office staff and really friendly.doctor herb is awesome !,tip,AuwAwUYkLC1Imq4Yw5YaJQ,0,0,1,0,6,2301,0,0,0
360749,gdWy-x5KbCbMrwIwI87mMg,2013-06-15,0,today's special is a grilled chilean sea bass with white wine reduction. we recommend instagramming it with the 1977 or apollo filters.,tip,9bI5uSW7pp97W6tC1WS3Rg,0,0,1,0,5,1523,0,0,0
477959,Qc0l8rZ3nvrcERitgxu8XA,2013-04-12,0,zucchini fries!,tip,h25vnXfrFPckqCGqFLe3oQ,0,1,0,0,4,1459,0,0,0
98705,ge-pu_o0XBsfXiTG7I5PfQ,2016-06-21,0,422 am and the parking lot looks full,tip,fJ_qSZH_akvWzHUPMqab1g,0,0,1,0,1,2625,0,0,0
5490,A4kCvILTgfr_2cG0_yGNiw,2013-06-14,0,bi bim bop.  omg.  value all around.  this place is gold,tip,yXMcfH0qS2yhKINCRNI4nw,0,0,1,0,4,1522,0,0,0
417897,_qfTf3oMGtdQQNWjLJRirA,2011-10-26,0,great place to test/compare the bar code scan apps!  :),tip,RQlnSCjuqMnhR3Qk6j4KoA,0,0,0,1,2,925,0,1,0
453155,Ny6Ry2zscgq6rrXZEPqK3w,2012-07-26,0,waiting for the 3:00 tournament,tip,y1hBRVR8kVx6htQsAa1mYA,0,0,1,0,3,1199,0,0,0
355118,7sPNbCx7vGAaH7SbNPZ6oA,2014-07-23,0,"prices must have gone up recently. examples: ronin $12, black and green $16. (july 2015: prices seem to be the same for now)",tip,_VMGbmIeK71rQGwOBWt_Kg,0,0,1,0,2,1926,0,0,0
943110,9-KJZHOncSPnCcnvxF5QCw,2017-01-14,0,"love this place,  great meatballs good wings and cold beer",tip,e8t1aNzV9Wh7MhTP3Uzmyw,1,0,0,0,5,2832,0,1,0
479230,SXfb2X6nTPC-IPhPiIi4Ww,2012-05-23,0,they are out of bread again(3rd time in maybe 6 mos)!  really wanted a jj sub too. glad she told me after i had been standing in line for a minute or so.  going to have to boycott for 60 days. not that they will learn or that my $$$ will be missed. it'll make me feel better.,tip,XPNiTbrKL7f0_6L0lrbZlg,0,1,0,0,2,1135,0,0,0
3926,sHB4PVLgugU9TGfOdBvgqw,2011-11-26,0,breakfast with my love.,tip,blrWvPePSv87aU9hV1Zd8Q,0,0,0,1,5,956,0,0,0
433349,IQdpwJLi-AdUu_Fh6hTq-g,2011-02-28,0,currently out of operation after a fire in feb 2011,tip,wOSHvuJEJflUEesNLno51A,1,0,0,0,0,685,0,0,0
386277,9tLCuUmw3Tlco-tKPGkIWQ,2012-11-08,0,"8 oz chicken breast for $6. quick, cheap, and healthy.",tip,y3FcL4bLy0eLlkb0SDPnBQ,0,0,0,1,3,1304,0,0,0
640117,n-K5Mp3DraFcclNXyTdMvQ,2016-01-02,0,"business does not deliver after 2pm and yelp will not change the hours on this app accordingly, so thanks a lot, yelp. only way to cancel the order when you pay by card is by calling yelp directly.",tip,G2M1RFrVAcGCuvQgqfI0ow,1,0,0,0,5,2454,0,0,0
342397,_7kVnn5_19ckuFPS9PCrpQ,2012-05-15,0,pls make one in henderson! too far of a drive. make sure to get their club 7 card,tip,O8eDScRAg6ae0l9Bc24uMA,0,1,0,0,1,1127,0,0,0
780858,yU5IGuiwQq9QeIHF8M75WQ,2014-12-22,0,"takeout bubble tea - buy one, get one 50% off",tip,jdqsQJqWBscCleYK5EhNuQ,1,0,0,0,0,2078,0,0,0
10076,W4k4E2dbDN6bwtPPgNm-XA,2012-06-03,0,best grape leaves in the city!,tip,jA9AGhQRLKwhveB4n7kruQ,0,0,1,0,6,1146,0,0,0
859156,zMdpFu7hpvrHChR7H2XCfA,2016-11-14,0,loooove their chilaquiles with salsa verde!,tip,ETJ_hzA1pNoOiz0GdUdzTA,0,0,0,1,0,2771,0,0,0
497192,iPM8BXV6vEVEci8ttsOObQ,2015-09-03,0,cash only here. summer 2015 open until 11pm.,tip,2JDWKHpR0g4QA4MHmFDprg,0,0,0,1,3,2333,0,0,0
555559,J38kYZWsoYpeXBZB37lnKQ,2014-01-26,0,"cool atmosphere and nice covered patio. big menu, lots of seafood...nice way to spend a sunday afternoon.",tip,v5N1Hv9hvCw27jTOG6MhOg,1,0,0,0,6,1748,0,1,0
600578,aqms6ujMadMy2Z3u4fbomA,2016-07-07,0,great service. took as long as they predicted. everyone is very helpful.,tip,q0Xw1fAWWlZ2S_-EUzGQwQ,0,0,1,0,3,2641,0,1,0
706068,gNXfe1et9eZ7ytIsQCHXog,2015-09-18,0,awesome food and great service.  will definitely come back!!,tip,O1PbGrRsaqWNKreFJXrJlA,0,0,0,1,4,2348,0,1,0
337000,g2Q-A1tw3s16vTg_vaftwQ,2010-09-06,0,i'm getting tattooed! you should too!!,tip,l-TGsgKkBa5KMpG9Qc78eA,0,0,0,1,0,510,0,0,0
278376,B7lWxgPmJPJJ7Mz2OL6aAg,2012-04-03,0,expect slow service...not for a quick lunch,tip,PRDGKuJaTKyABTUGRATJsQ,0,1,0,0,1,1085,0,0,0
281993,nrqN45BQyxDjXy2q3VdolA,2012-04-15,0,hasn't changed in 25 yrs,tip,I1_ouMXiPPIJZuWKh5N36Q,0,1,0,0,6,1097,0,0,0
67106,du9EiKx28BVs-2hUAQ3UVg,2015-06-28,0,great menu options that will satisfy everyone,tip,_ZT2GrSb31EJ81WV2XlFUw,0,0,1,0,6,2266,0,1,0
525784,dYDuaXVyIXMXlmeMYf2ktw,2015-08-25,1,$2 tuesday are a bargin come and enjoy!,tip,YLeDSZ1Nh1N0hNsSyQdE3A,0,0,1,0,1,2324,0,0,0
910388,90bL34o2KEes9pUnCOm7pQ,2014-06-28,0,nice place and wonderful food. cannot wait to go back soon!,tip,cygSpnf1jSILFbncwQ4w_Q,0,0,1,0,5,1901,0,1,0
314667,-RtVgtmNuv2aw4TL2aG-SQ,2011-06-06,0,sooo amazing!!!  :),tip,q_RkhDCX5dq4MTfuaxCqhg,0,0,1,0,0,783,0,0,0
747516,67dcLNePnhQzq6CZWjCOLw,2015-12-09,0,new year's eve prix fixe,tip,2oMkzQcRL7-d7URt3Xo_Xg,1,0,0,0,2,2430,0,0,0
437742,8jLZiv202Cfx_RbTuPOwxQ,2012-09-28,0,hang over cured!,tip,zpnDr3EBaVU8QPNHE3eDbg,0,0,0,1,4,1263,0,0,0
226170,3HrT5IcO3sd4pSBCFP4OYw,2011-12-04,0,great yui shan. also my wife loves the seafood noodle soup.,tip,NsLIl-aEmlGoY5YH2kgKEA,1,0,0,0,6,964,0,1,0
206577,5OirvNAmgGn2OHf8-YN9ZQ,2011-12-19,0,absolutely amazing work!,tip,owt0p6Z4iZ6ylvbMWIO-qw,1,0,0,0,0,979,0,0,0
688917,UrMkd_SYKznavQT2HMHLXQ,2016-08-20,0,got car done on a busy saturday morning as promised!,tip,SevVZuKq8mrXbsOXgTA08g,0,0,1,0,5,2685,0,0,0
557812,0N2y8rNxbet6p4UIBWTOrw,2014-03-17,0,"awesome place. great food. owners are great,they treat you like family",tip,XCMga38a-luparLjU2eBCQ,0,1,0,0,0,1798,0,1,0
603483,YuChxb7oNlJWxeZrrdUiNQ,2015-09-06,0,"spacious and clean rooms. become a hilton rewards member so that you can get a room on a higher floor. ask for a room with a view. the rooms with balconies go fast. the bed linens are incredibly scratchy and cheap. modern furnishings in the rooms. sadly, there's only an indoor pool.",tip,kZoI7txxeNW0zUVkmbkkuQ,0,0,0,1,6,2336,0,0,0
191414,44YFU284Z3KDEy25QyVoUw,2011-01-09,0,try the brazen green beans..they're outrageously good.,tip,Ju2BjfkY2nVHeLdJjALESA,1,0,0,0,6,635,0,0,0
280204,wu5nk3pY1e_ou_Le_U52Sw,2014-03-14,0,love it!!!! best sandwich place hands down. i definitely recommend eating here.,tip,UXBn2X6PD3FsaN_sK79uYQ,0,1,0,0,4,1795,0,0,0
96621,i60v66vwf1A13YqcIqGD_A,2014-12-01,0,out of peppermint schnapps i want to cry,tip,LBGVtPFlxkzAWJPW5KhPNA,1,0,0,0,0,2057,0,0,0
543038,XzX6ZfIVaHX9ddbsMapNNw,2013-01-19,0,they are closed,tip,CxDOIDnH8gp9KXzpBHJYXw,1,0,0,0,5,1376,0,0,1
546103,toGybeoZGBuFbK4buTpjmQ,2014-10-03,0,if you the manger william ask about disney. it will make him smile!,tip,tCk7Axcq11CVg3gtQE_R3Q,0,0,0,1,4,1998,0,0,0
792835,e59uNE07Gf-yrIl4rX3KZw,2016-04-10,0,"fantastic service, but waaaaaaay overpriced",tip,m5b84-nPPVNLlDtZyVGZ3w,0,1,0,0,6,2553,0,0,0
100708,D6SCh4BwNb52wZIqXdS4JQ,2010-11-26,0,great free pickles!,tip,TT4Z-tfhBkeBDBXNZLcuKQ,0,0,0,1,4,591,0,1,0
630398,VE5KGq9ztCztivwbmjNlTQ,2014-09-07,0,average boring ketchup and mustard dog.,tip,f4NdDEdefqJWe7MRMUDnig,0,0,0,1,6,1972,1,0,0
651990,vBZ0cwtWKUN4t6sFCpSFCw,2013-11-28,0,thanksgiving dinner!,tip,e-xLQjedmDhGcZ0Qzb6TPw,0,0,0,1,3,1689,0,0,0
363371,Tm2nssfd2CQJ2BjzfQxH4A,2010-09-24,0,looking for dessert cookbooks...holiday season coming,tip,jR00ESlM7Rmg9tFYwMbh4A,0,0,0,1,4,528,0,0,0
896101,msrrUwLYzL8YFek1IodXKA,2016-08-09,0,haven't had a real problem and been to them a few times so far so good,tip,e6de9_31LJJJ7bFNC5qPmQ,0,0,1,0,1,2674,0,0,0
695331,4qG3Gh8QyugC1XvoTlmgcQ,2013-08-20,0,favorite breakfast spot,tip,J8pfP8Fg9p3Op1uqE80ftA,0,0,1,0,1,1589,0,0,0
382147,wb4DMmHASxdKe-uV9DMvcw,2013-04-09,0,"no better place in town. best films. wide selection.

great warranty",tip,46TNf-5T5EcNFRJPYv_nrw,0,1,0,0,1,1456,0,0,0
369611,kbZK4_B6FroqPpM2f7Po8Q,2011-10-01,0,:),tip,hmC6USwaC7o21Hkc7DIa_A,0,0,0,1,5,900,0,0,0
872954,zpoZ6WyQUYff18-z4ZU1mA,2015-10-24,0,"everything is great. take a friend, order a fluffer nutter to split for dessert",tip,ljBH91Qi0Xe53CzJWcsO_g,0,0,0,1,5,2384,0,1,0
631297,PXShA3JZMXr2mEH3on5clw,2014-08-03,0,everything is delish!!!,tip,dsEwU0NQwtl1fkz6tZrEow,0,0,1,0,6,1937,0,0,0
4254,01I5pFCvJrrGuY3A-KoNIA,2013-04-14,0,best naan ever!,tip,YrlNGnrofZHseVYxrLrvJA,0,1,0,0,6,1461,0,0,0
506910,y8d90Pt16Nip-B5UXWBP-w,2010-11-28,0,kithchen closes 1230am sun-thursday,tip,1xaH23XYGTybpisWCfx0mg,0,0,0,1,6,593,0,0,1
197667,sLKpRaFns5Uqw1IEzK6obA,2013-04-12,0,"cheap, fast, healthy, & good!",tip,QG9ZJatKSWj5p5VrW3cfMA,0,1,0,0,4,1459,0,1,0
353636,uDeycmwCy26ALJHeG3SsEA,2012-03-20,0,"45 cent wangz..... for a limited time, jammin' jalapeno and thai curry sauces....",tip,3nDUQBjKyVor5wV0reJChg,0,1,0,0,1,1071,0,0,0
155735,iPPzDL_oY8SJCjmycuXcVg,2011-09-03,0,best coffee ever,tip,_TKkleG36G_4-P5TPC9sMg,0,0,0,1,5,872,0,0,0
831052,VzekjBEdqFdJsXEOWInA1A,2013-04-21,0,"after a long nigut at dinos we were pretty hungry, we decided to make a 2 am trip to albos. let me tell you, i was shocked! !!! the pizza is delicious! !! we hadva large bacon pizza and it was only $10.00 for their take out special.....can't beat that. i did not expeft that",tip,8zPiL3y5lJMzL4bhFsvYRg,0,1,0,0,6,1468,0,0,0
160381,YvCIHmADAMDP_JV7vSBAHQ,2014-09-20,0,need to serve more hash browns,tip,pbbGqXQZ-SJRcSwvs9guBw,0,0,0,1,5,1985,0,0,0
713283,k0m7nV8ofUcIxyxtdQEhew,2013-10-19,0,"omg, korean fried dumplings are so big and good.  like a big perogy with lots of meat and deep fried",tip,pMefTWo6gMdx8WhYSA2u3w,0,0,0,1,5,1649,0,0,0
113040,iyyWYpWm8X-6i7kBR3JHuw,2012-05-09,0,bca,tip,IaBEvZ1ZFwP9EQf25wlU2w,0,1,0,0,2,1121,0,0,0
274782,-DaXLvd3M8OACEEuNR-BDQ,2010-02-20,0,veggie burger!,tip,c-jTT4vlnULQRAQ6NLY4jw,1,0,0,0,5,312,0,0,0
739000,1WRc0v-JJxaok2WMMgA7Eg,2013-12-21,0,"worst service, terrible food and ambiance. my dinner was a disaster.",tip,-w7ww3yW5BHE3TFyj3IHuQ,1,0,0,0,5,1712,1,0,0
874030,WRQ-9LluyivReFiQZFUujw,2014-05-04,0,"make sure ur hungry, they are big dogs",tip,G8ybRp7fQ5gThjtVsnLcpQ,0,1,0,0,6,1846,0,0,0
666980,vx4YAA02Qz6khRD1fZ1MFA,2016-06-22,0,dim sum here is on point,tip,Q2_WYjVf8jOgTZbeX9LU3g,0,0,1,0,2,2626,0,0,0
342882,Y2S3pShEEh_i2UwQ9NfCUg,2011-05-28,0,large 18 on white,tip,qYtzNSYo7Tt-3XcqfpZcag,0,1,0,0,5,774,0,0,0
240347,IJx1rrQPU5vNxCgV3f4MYA,2012-05-19,0,my favorite byob...&it's restaurant week!,tip,kF0yInL_zhYClFeTrKdRxA,0,1,0,0,5,1131,0,0,0
257296,USleI8g1UVN9-9jm-b4uIg,2013-03-20,0,try the carpaccio!,tip,EiuHqeVlB4Ln-9CoRDtncQ,0,1,0,0,2,1436,0,0,0
652218,aLlREPOEtt3JzeDCagHytA,2009-12-05,0,"call before 6:30 and ask to be put on the guestlist -- no line, no cover.",tip,d2Xa7nTMzPoGWDRyr2QinA,1,0,0,0,5,235,0,0,0
192775,QCTuiq6KmQkG9Zn611sHTg,2014-03-15,0,"bought this off groupon,",tip,siFdYx9laPeSA4JRIMYdcg,0,1,0,0,5,1796,0,0,0
504569,HQcel0uvg7N7KfhHJChfSQ,2011-12-18,0,for a wonderful quik stop for sushi i choose this one.,tip,POeH0dMTaV8ynz9DikACbg,1,0,0,0,6,978,0,0,0
184633,rLTa-PztQLafDf70aKrNOA,2012-02-23,0,"also from new mexico, i love this place. some differences in style but delicious. the neg reviewers probably think arriba's is authentic lol",tip,S2hFiF2NKd-cDJKPeVSHAw,1,0,0,0,3,1045,0,0,0
675992,e2ApirIzYID9xIye0r_gKQ,2014-08-07,0,great bacon cheeseburgers and fries!  my wife's favorite was the zucchini.,tip,VS4GB36H1eGJAZApD8v4VA,0,0,1,0,3,1941,0,1,0
9625,X2lgI8CuVEsH5UDs14rMhw,2011-12-31,0,jazz and bad ass cocktails,tip,7FAWEeRGS1IqKDjrY7uwaA,1,0,0,0,5,991,1,0,0
723518,FamLURgBX-ICQBC3VzrFBg,2016-10-15,0,great family fun! good for kids and adults! clean friendly atmosphere,tip,aSRSZkXdeIish-0h-1Vrkg,0,0,0,1,5,2741,0,1,0
273248,2W7ATgSmo2hnTM3e8081VA,2012-07-09,0,pulled pork nachos,tip,Y3u5WHmjerogKf5y8biKYQ,0,0,1,0,0,1182,0,0,0
150405,WVCSiyXjEORiWEet8asURA,2010-04-17,0,happy hour from 4:30-7pm. live music,tip,jyz8-hAPGRjurBVp9DST9A,0,1,0,0,5,368,0,0,0
720911,Er5XAY2UFGGqBHdqpeCFkA,2015-09-25,0,"pretty good, nice staff, yummy sushi & sashimi",tip,-DlNrkkd5iUXwdfmSGx5ew,0,0,0,1,4,2355,0,1,0
224167,KlLCJN_KUP9xFQBJYrhgVg,2010-08-28,0,the philly cheesesteak is the best hospital food i've had.,tip,B1wLkUxnzVGSdKPaYjOVBw,0,0,1,0,5,501,0,0,0
118150,VasgFCcYS8JUIdqb5KsPAQ,2012-08-25,0,a bit of good inexpensive sushi before the movie at harkins next door,tip,Gl9XFtwFgIifENxZKqRSfA,0,0,1,0,5,1229,0,1,0
308905,eDlgbI0Qg_mmI-Osvci0gw,2011-07-29,0,this place sucks they rip you off tell you 1 price in charge of another,tip,KxGeqg5ccByhaZfQRI4Nnw,0,0,1,0,4,836,0,0,0
113221,BgYJ1Jdejkwchp8K24Pn_g,2010-09-06,0,get the oatmeal cookie and the german chocolate cake!,tip,NjLRgbRZiwEIMpAgXypJtw,0,0,0,1,0,510,0,0,0
653540,FLMxWQO-ckCQmGZhU9OQgw,2011-08-26,0,delicious,tip,4uADpnSTtzEm1UPJy5Lw3g,0,0,1,0,4,864,0,1,0
898236,aow8T0EAFdYDXmVAUO5aFg,2016-07-26,0,great salads. very green. some colors from other veggies. fast and easy.,tip,cg2e0oaN1NgJHVOmkfkpbg,0,0,1,0,1,2660,0,1,0
888023,KOEBBp2PhiV_4PkW9eo9Sg,2016-02-18,0,avocado is the way to go.,tip,GK7AA15jyNSZ5RL9W3zm0w,1,0,0,0,3,2501,0,0,0
759104,dQWE63uOiSfaf3fupH629A,2013-06-14,0,last call is at 12am :/,tip,HO3kgFkq7AMmkcE7QvUGLQ,0,0,1,0,4,1522,0,0,0
140692,b2E_ahQNhMBu7soQIG2Gow,2014-05-21,0,"try the bone marrow with lamb bacon (house made!). it's a perfectly balanced dish, with the accompanying salad.",tip,8owqm7g_k2BYZ-Edu5rwuQ,0,1,0,0,2,1863,0,0,0
847700,-rhH9sL3XGFpoJXcxUpEWA,2015-10-22,0,ask about their beer specials,tip,steHig_TlhotOWwcaOix4A,0,0,0,1,3,2382,0,0,0
488311,r4KXghbUeo7mugAzinG9bA,2013-02-23,0,love the food love the owners!,tip,kKsiXVSMjX3swu1He2326A,1,0,0,0,5,1411,0,0,0
199663,rxLzc1QCJzK0wWv711AkZg,2011-07-01,0,"hey, these guys are members of local first arizona! cool.",tip,9SiMC8YFsAZi1kZ-cyxG6w,0,0,1,0,4,808,0,0,0
658963,QApDRuKufIQze4lOJcswdg,2014-05-08,0,love vercini at the galleria,tip,lmu1er8TNk91qIn8I-CZsg,0,1,0,0,3,1850,0,0,0
731020,J6qWt6XIUmIGFHX5rQJA-w,2012-10-14,0,prepare to wait outside for a good 40 min! worth it though!,tip,1ViT_LzrNbbrheWgIvT5Tw,0,0,0,1,6,1279,0,1,0
921345,-BS4aZAQm9u41YnB9MUASA,2015-06-09,0,apparently the business closed down. sad!!,tip,mOx8Brxc9Oylm55DBTJoaQ,0,0,1,0,1,2247,0,0,1
550657,Q-omXDU8qadIqEvftzu-tA,2012-12-13,0,"food was great, i had 11 nuggets i instead of 8 in my box, can't argue with that :)",tip,KaPt3UlEofgfSliXRm688w,1,0,0,0,3,1339,0,1,0
459143,Ks43LokM7OWst3BJTtt-6g,2012-01-10,0,2012,tip,k4M43lXJuQMpQW65DTqzIQ,1,0,0,0,1,1001,0,0,0
778857,5nAVwSp9WPHLVrP082Jrsw,2016-09-07,0,first of all the hot  food everything is so fresh . then i like the friendly service ( the whole family working there is amazing the are extremely friendly mama maria she's amazing ) . i love it there .  it's true the make food with lotsa love .,tip,Em4VCieqXnG8mOU0QQpowg,0,0,0,1,2,2703,0,0,0
754475,AKUvebt0zJ0ilx0U0ZGfug,2013-02-02,0,"they do serve beer, and some italian liquors",tip,0sOleKBI26BKfpW0SEG6Fw,1,0,0,0,5,1390,0,0,0
685037,nFR7dDedxRuBeZz_6Cdalg,2015-04-30,0,"ahi tuna tacos, yummy",tip,Bc4AhdShD7kLdPsgCqqYrQ,0,1,0,0,3,2207,0,0,0
5480,4l56EXyCWwPlPXcX9qq-jw,2015-11-28,0,have then coming here for 40 years and always got great hoagies!,tip,foW30D0iR9l6X99C15rCrQ,0,0,0,1,5,2419,0,0,0
904896,ubeO_hA5NErRXdxTsBc5OA,2014-10-31,0,great pastizzi! great hot bar and great family-owned service!,tip,6O_bipRUDa-QAK91x31ADg,0,0,0,1,4,2026,0,1,0
302812,l2Gfm3CA20iCBCBt_GNdDA,2013-05-03,0,make your own pizza and karaoke. love it!,tip,euMI1B2M5cRuJVcdpyyiTg,0,1,0,0,4,1480,0,0,0
78047,OKH-XeswlTPg6A_x0t2T9A,2013-07-14,0,expensive,tip,iNmnShBJKoqqNbzWaP_yqA,0,0,1,0,6,1552,0,0,0
352843,DbK9fyJq4O4zfT1jv6JOhw,2014-06-25,0,beware of the front door! it doesn't have a hydraulic or spring so when it closes it bounces then slams shut. slams so hard the whole store front windows shake. slammed down on bf arm.,tip,sELpZpITOy9abQB3YY2Ugg,0,0,1,0,2,1898,0,0,0
761675,qA0SlNp1fVtMuB51okYhIw,2011-07-09,0,trying out singapore style congee today. more flavour compared to hk style congee. this is not on the regular menu so has to be preorderd.,tip,ky3DB9i9lDJ7OAZdkZyv7g,0,0,1,0,5,816,0,0,0
937646,eLFfWcdb7VkqNyTONksHiQ,2015-12-12,0,awesome way to have a meal!  jj was a great server too. unlimited eats for $20!,tip,QQ7xXC1yLRLRZbuQp2Z-tg,1,0,0,0,5,2433,0,1,0
464865,eBj_YyJU5jVu6tbZCkdtDA,2011-10-20,0,happy hour...yum,tip,T26CcJEltsFYSve-awMHig,0,0,0,1,3,919,0,0,0
842851,TF4iJDrgB_ygfJWN4POg8A,2016-04-23,0,delicious food! portions are large. very quaint and quiet. staff is friendly,tip,r4xSvdu11-ADjkCeqHVQtw,0,1,0,0,5,2566,0,1,0
416361,4Dnh1ljtXO8ARUKve86Whw,2015-03-11,0,scammers. do not rent from here. they will cheat u on gas. liars!!!,tip,kwIhn1_cnQeUaLN0CuWWHw,0,1,0,0,2,2157,0,0,0
473778,qkyCuFJF2Uboh6n2Lmuwlg,2013-10-21,0,sandwiches... eh.  coffees good tho,tip,4zGUfXRDgbLktXsYf0sHjQ,0,0,0,1,0,1651,0,1,0
836788,hIUKufhwR6Ifn7bi0-phLA,2012-03-02,0,greatest green drinks in vegas and it's not even close. sorry whole foods.,tip,g1xkuGkYJei-giycftr0tg,0,1,0,0,4,1053,0,1,0
409642,IBKNR0-FL_Y5KzXqA1yS4A,2013-07-10,0,if it's sunday and it's hot outside...get there a few minutes before 2pm (the time they open) because it gets busy :))))),tip,zgV0ZroIF956gw4cul8MHA,0,0,1,0,2,1548,0,0,0
213648,nUaLFTfUqVKMFQonsWBnag,2011-06-12,0,now this is a grocery! free valet ...,tip,ZkiCzDntSLA3_fhMnt8Dbw,0,0,1,0,6,789,0,0,0
725491,TOv8WIsa_lFC9i0NJUJK_Q,2013-06-10,0,le café glacé infusé prend 6 heures à faire et est moins amer qu'un café glacé filtre. parfait pour les journées chaudes!,tip,6MM9Yqn7UBM8tmpSHQHAAg,0,0,1,0,0,1518,0,0,0
165300,cLL_FCIItPh1DH-h78cb4w,2012-07-27,0,my crystal ball says that this place is a goner in 3 months (unless they can get their act together).,tip,5dKknvq65x-SaluuJjT0Kw,0,0,1,0,4,1200,0,0,0
79760,6TMNUvxPfU6HnNMVa_Fv4Q,2013-08-31,0,$5 happy hour all day monday and 4-7 tuesday through saturday!,tip,i6nzTfZ8TRckJOGgZIpr5Q,0,0,1,0,5,1600,0,0,0
25416,nO0UrzXWSzWkghUGL7fxuw,2012-08-14,0,good stuff,tip,yr0geT6Lk9XUpzGxLJNg1g,0,0,1,0,1,1218,0,1,0
803682,D2rMh87OABk4D6ciXyg48A,2013-11-15,0,quiktrip is my favorite gas station !!! 1. they're everywhere from the east coast to the west coast  .2. they take all major credit/debit cards .3. it's like they advertise quik trip,tip,EIGZJ2idYumiiP2N8rvHNw,0,0,0,1,4,1676,0,0,0
157875,ydt5yifyYhF5s430llv_Hw,2012-08-04,0,relaxing...,tip,O_Ult5lxWbTHNgbLg__ibg,0,0,1,0,5,1208,0,0,0
619033,0pvEQRFVBjxz1W7dNpNZFg,2013-06-29,0,my favorite place to get my piggies done.,tip,GxIrHfWsZ28gJmgv7AeP_g,0,0,1,0,5,1537,0,0,0
387100,km5aBHRss5ir_B0jvEErzQ,2014-10-04,0,"apparently if you're a guy you will not be allowed in if you're wearing a plain white tee. my friend got denied. yah right, i walked in and half the guys were wearing white tees.",tip,pxzs-Dy2hXTis-PuNCV37Q,0,0,0,1,5,1999,0,0,0
902884,BncM7h87xJr7_-6CCfh3Xg,2015-08-16,0,i got pierced by kelly!! he is amazing!! will be back for more!!!,tip,5gKZq8-yNns_z5UBlRQggQ,0,0,1,0,6,2315,0,0,0
800411,nYKBZdzoA-kjqiK08IPSiA,2014-08-30,0,excellent malabar chicken,tip,K-yc6e3sX8ygtUTMbP97lg,0,0,1,0,5,1964,0,1,0
413032,be_yaOiBVVHngU1jFQV2rA,2013-04-04,0,"make sure to pack an extra change of clothes for the kids. they will definitely get soaked @ ""water world""",tip,SAWkTZbP79ildfrDsiqUrQ,0,1,0,0,3,1451,0,1,0
